nbh_num,venue_id,venue_lon,venue_lat,cat_1,cat_2,price_tier,likes,rating
80,539636f4498ecd20b1ba353f,-79.41809919894195,43.65519423107115,Vegetarian / Vegan Restaurant,None,2,23,8.6
80,5275722f498ed8a90d2c1235,-79.41664264294532,43.6550720545034,Café,None,1,49,8.5
80,598db9386bdee652633b694a,-79.42278385162354,43.65869770122747,Japanese Restaurant,None,2,18,7.4
80,57253035498eed7a539bb4fd,-79.41856280928084,43.655056806247536,Burger Joint,New American Restaurant,1,6,7.7
81,5248b5d711d224db20f7f541,-79.41316982839948,43.65089556873813,Restaurant,None,2,68,8.0
81,4ad4c061f964a52098f720e3,-79.41235165228667,43.652664137129136,Sandwich Place,Diner,1,59,8.8
81,4ada6d36f964a520802221e3,-79.4206035669193,43.64897862710277,Pizza Place,Italian Restaurant,3,339,9.1
81,4adf09c1f964a520347721e3,-79.41241972089844,43.65099081649929,Breakfast Spot,None,1,89,7.7
81,4af369d0f964a52060ed21e3,-79.42049525794245,43.648642746283834,Asian Restaurant,Tapas Restaurant,2,71,8.9
82,58eaa7d8ebf02879e7a4aa72,-79.41605313037466,43.63913250201711,Poke Place,None,0,14,8.4
82,53d80fbd498ef87cc8688890,-79.41923216647972,43.63853375845514,New American Restaurant,Restaurant,3,120,7.9
82,5620d090498e997b0002172e,-79.40667415852465,43.643111493429075,Bakery,Café,1,171,9.0
82,4ac378c8f964a5206c9b20e3,-79.40641941847252,43.64193487151105,Burger Joint,Bar,2,41,8.2
82,4f3d2be7bb3d502d015dcbc2,-79.41754032381024,43.63897435596266,Café,None,2,52,7.5
83,4c0003d7f61ea593c529eb13,-79.43406146756601,43.65228962903497,Vietnamese Restaurant,None,2,62,8.5
83,51572dc9e4b0b5f7ce9d0e13,-79.43305406736384,43.65250122477732,Middle Eastern Restaurant,None,2,59,8.8
83,539df284498e79c67475ac1c,-79.43986431030915,43.65898788530857,Bakery,Coffee Shop,1,23,8.4
83,51f7efd4498ed61c0dd98f55,-79.44052108283755,43.65884589365906,Sandwich Place,None,1,45,8.2
83,4b8d7d52f964a520dafe32e3,-79.435577,43.656224,Restaurant,Thai Restaurant,2,3,6.5
84,563c1b95cd108ec5a5dd5dce,-79.43054140300441,43.64965241606716,Restaurant,None,2,45,8.5
84,54557a55498ea36c77f66390,-79.43025432767807,43.64964167678855,Thai Restaurant,None,2,52,8.4
84,55428589498ece80e0848c8f,-79.42976761098123,43.6496316668019,Café,None,1,34,8.0
84,52a3b32b11d2996c4565e91b,-79.42827061229447,43.64495345328441,Café,Bike Shop,1,12,8.4
84,56418c69498ec00425302f6a,-79.42655051598773,43.649545622254195,Japanese Restaurant,None,2,48,9.0
85,4b96cc3af964a52046e534e3,-79.43693000959645,43.63643418112938,American Restaurant,Burger Joint,2,36,8.5
85,51e341c5498e5e2035539b66,-79.44181136856386,43.63961783932359,Restaurant,None,2,26,8.8
85,5038fb3ae4b0916c78b0b953,-79.44136846209358,43.63968683674093,Donut Shop,Bakery,1,118,8.4
85,5adcfaff9b047316b674fc2b,-79.44283,43.63925,Bakery,None,1,9,8.3
85,4bf80b445efe2d7f61f96934,-79.44154153471632,43.63968830259313,Asian Restaurant,None,2,6,8.1
86,4addf4e4f964a520bd6621e3,-79.44216643292867,43.642927471202576,Café,None,1,88,8.3
86,4c51a88ad2a7c9b63a0b9311,-79.44011211574863,43.649572,Pizza Place,None,1,3,0.0
87,4adf2fb8f964a520267821e3,-79.47525768952907,43.638466484607186,Deli / Bodega,Cheese Shop,3,111,9.0
87,4b23e094f964a520e65b24e3,-79.4756394651729,43.651347693482606,Bakery,None,1,10,7.5
87,4b51d0b5f964a520925627e3,-79.46598246808311,43.64544234373791,Café,Diner,1,46,6.0
87,4bcce46b511f952108deb3c7,-79.471873,43.652272,Pizza Place,Restaurant,1,2,6.4
87,5556ccb2498ed73c5ee740d9,-79.46858398069155,43.65292935473941,Mexican Restaurant,None,1,7,6.3
89,51439564e4b0df0d66a5267e,-79.48803424201802,43.65822425389276,Pizza Place,None,1,38,8.1
89,4fecca6ee4b02235f35b9110,-79.48823335648142,43.658522787607566,Taco Place,Gourmet Shop,1,40,7.5
89,4f77179ee4b0d69368ca5529,-79.48813736310686,43.65835465149958,Bakery,None,1,6,7.4
89,5434a336498e25b50077e07d,-79.487067,43.655191,Italian Restaurant,Spanish Restaurant,2,11,8.5
89,4afdf748f964a520822c22e3,-79.47993664555445,43.660032483926535,Diner,None,1,10,7.8
90,4b511f6ff964a520994327e3,-79.47054074311107,43.66558068434231,Indian Restaurant,None,2,20,8.3
90,4d051b31c2e53704de68bc67,-79.47151288405423,43.66553598145282,Bakery,None,1,29,8.1
90,57af2691498e1119fa08248c,-79.47065053444993,43.66547728416018,Deli / Bodega,None,1,9,8.0
90,540f2951498e7516839a7126,-79.46562068004896,43.665303321627505,Italian Restaurant,None,2,36,8.9
90,506f3aa3e4b0b0ed3e1dc405,-79.46528973047275,43.66547472315272,Gastropub,Brewery,2,198,9.1
91,4d6946606297721e8596c6b5,-79.45922778096221,43.67444516608626,Brazilian Restaurant,None,3,35,8.2
91,4f99e1a3e4b0922288c501b4,-79.461112,43.674056,Vietnamese Restaurant,None,2,7,7.5
91,4ee2a1f2e300513517eb2d59,-79.46051957889887,43.674141834496375,Vietnamese Restaurant,None,2,10,6.8
91,4bcb8b5bfb84c9b6a21d1f3e,-79.460987,43.674076,Vietnamese Restaurant,None,1,3,0.0
91,4c65fba08e9120a1d6fad664,-79.4626345916263,43.67372099544363,Pizza Place,None,1,1,0.0
93,4b4e01fbf964a520eedd26e3,-79.43542722772675,43.66318235854112,Café,None,1,6,8.5
93,5a5659ab17556229a036b74a,-79.43872770646192,43.66951635632503,Middle Eastern Restaurant,None,2,23,8.3
93,4bdf2e330ee3a593143c33b0,-79.44179124412831,43.66705039063128,Bakery,None,1,4,7.3
93,590390fc35811b1afa825dcc,-79.434999,43.670388,Italian Restaurant,None,2,7,8.0
93,4fd8c3c2e4b09507d5b9af86,-79.4354876494634,43.66014559561087,Bakery,None,1,11,8.1
94,52418b0b7e48222eea81d2d2,-79.4291869567722,43.68105502412986,Indian Restaurant,None,3,41,9.3
94,4ada3289f964a520d71f21e3,-79.4262096115835,43.681570353914765,BBQ Joint,None,2,225,8.4
94,4b6f0c25f964a52060d92ce3,-79.42515763384645,43.68176818183194,Café,Coffee Shop,1,40,8.1
94,4aeb7abbf964a52080c221e3,-79.4285699237273,43.68107983140924,Italian Restaurant,Bar,2,37,8.0
94,53553241498ec641e3a6b798,-79.42607528989137,43.68161443045213,Café,None,1,24,8.0
95,4ae7bc29f964a52084ad21e3,-79.40585846415303,43.67515283323029,Café,Coffee Shop,2,73,8.4
